Date,Open,High,Low,Close,TD Reference Close Up,TD Reference Close Down,0
07/09/17 11:00,162.32,162.47,162.3,162.42,,,0
07/09/17 09:00,162.26,162.41,162.25,162.32,,,0
07/09/17 07:00,162.3,162.38,162.22,162.26,,,0
06/09/17 21:00,162.3,162.3,162.3,162.3,,,0
06/09/17 19:00,162.3,162.36,162.24,162.3,,,0
06/09/17 17:00,162.5,162.57,162.26,162.31,,,0
06/09/17 15:00,162.6,162.65,162.42,162.5,,162.52,0
06/09/17 13:00,162.54,162.68,162.52,162.6,,162.52,0
06/09/17 11:00,162.53,162.6,162.41,162.54,,,0
06/09/17 09:00,162.58,162.84,162.51,162.52,,,0
06/09/17 07:00,162.79,162.84,162.58,162.58,,,0
05/09/17 21:00,162.87,162.87,162.87,162.87,,,0
05/09/17 19:00,162.81,162.93,162.8,162.87,,,0
05/09/17 17:00,162.65,162.89,162.65,162.81,,,0
05/09/17 15:00,162.4,162.71,162.34,162.65,,,0
05/09/17 13:00,162.27,162.47,162.23,162.41,,,0
05/09/17 11:00,162.12,162.33,162.12,162.27,162.18,,0
05/09/17 09:00,162.02,162.12,161.99,162.12,,,0
05/09/17 07:00,162.15,162.19,161.96,162.02,162.18,162.13,0
04/09/17 19:00,162.17,162.18,162.15,162.15,162.18,,0
04/09/17 17:00,162.18,162.18,162.16,162.18,,,0
04/09/17 15:00,162.13,162.18,162.08,162.18,,,0
04/09/17 13:00,162.08,162.19,162.06,162.13,,,0
04/09/17 11:00,162.14,162.18,162.04,162.08,,,0
04/09/17 09:00,162.27,162.28,162.08,162.15,,,0
04/09/17 07:00,162.12,162.28,162.02,162.26,,,0
01/09/17 19:00,161.97,161.98,161.9,161.91,,,0
01/09/17 17:00,162.01,162.05,161.95,161.97,,,0
01/09/17 15:00,161.82,162.06,161.66,162.02,,161.81,0
01/09/17 13:00,161.82,162.17,161.76,161.82,,161.81,0
01/09/17 11:00,162.16,162.16,161.8,161.81,,,0
01/09/17 09:00,162.3,162.34,162.15,162.16,162.32,162.26,0
01/09/17 07:00,162.28,162.35,162.2,162.3,162.35,162.26,0
31/08/17 19:00,162.28,162.37,162.28,162.32,,,0
31/08/17 17:00,162.25,162.29,162.25,162.28,,,0
31/08/17 15:00,162.35,162.42,162.15,162.26,,,0
31/08/17 13:00,162.28,162.39,162.23,162.35,,,0
31/08/17 11:00,162.08,162.29,162.07,162.29,,,0
31/08/17 09:00,162.07,162.2,162.04,162.07,,,0
31/08/17 07:00,162.21,162.24,161.98,162.07,,,0
